"","Kingdom","Phylum","Class","Order","Family","Genus","Commercial_R1","Commercial_R2","Commercial_R3","Control_extraction","Control_fermentation","Lactobacillus_H24_R1","Lactobacillus_H24_R2","Lactobacillus_H24_R3","Lactobacillus_H48_R1","Lactobacillus_H48_R2","Lactobacillus_H48_R3","Lactobacillus_W1_R1","Lactobacillus_W1_R2","Lactobacillus_W1_R3","Lactobacillus_W2_R1","Lactobacillus_W2_R2","Lactobacillus_W2_R3","Spontaneous_H24_R1","Spontaneous_H24_R2","Spontaneous_H24_R3","Spontaneous_H48_R1","Spontaneous_H48_R2","Spontaneous_H48_R3","Spontaneous_W1_R1","Spontaneous_W1_R2","Spontaneous_W1_R3","Spontaneous_W2_R1","Spontaneous_W2_R2","Spontaneous_W2_R3"
"ASV122","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus",732,70,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,31,0,0
"ASV123","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1162,0,0,0,0,0,0,0,28,0,21
"ASV125","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae",NA,0,0,0,0,0,181,0,0,241,0,0,0,0,0,0,0,0,542,0,0,0,0,0,0,98,0,0,0,140
"ASV126","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",0,504,0,0,0,0,250,0,0,0,0,0,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV127","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia",0,0,0,0,0,117,15,0,82,0,0,72,65,0,0,0,35,136,0,0,0,132,203,52,67,0,31,193,0
"ASV128","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea",0,0,0,0,0,94,0,0,95,0,0,0,414,0,32,0,70,130,82,32,0,48,24,0,27,29,0,34,84
"ASV129","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium",0,0,0,0,0,0,0,11,14,0,0,432,306,21,0,0,0,31,0,0,0,0,0,50,73,60,0,195,0
"ASV130","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",0,0,0,0,1158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV131","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",0,0,0,0,0,0,0,0,842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314,0,0
"ASV132","Bacteria","Firmicutes","Bacilli","Exiguobacterales","Exiguobacteraceae","Exiguobacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1136,0,0,0,0,0,0,0,0,0,0
"ASV133","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",54,21,0,0,0,7,0,10,0,0,13,0,0,0,37,0,52,21,254,25,0,185,198,0,0,17,162,0,70
"ASV134","Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Leuconostoc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1113,0,0,0,0,0,0,0,0,0,0
"ASV135","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",0,0,55,0,3,16,0,0,18,0,0,15,22,0,0,4,15,35,32,41,81,92,109,62,123,70,147,60,100
"ASV136","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",0,0,0,0,0,80,0,0,0,0,0,91,26,0,0,0,0,0,0,0,0,94,0,54,114,451,52,0,128
"ASV137","Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Weissella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1082,0,0,0,0,0,0,0
"ASV138","Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Weissella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1080,0,0,0,0,0,0,0
"ASV139","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Alcaligenaceae","Achromobacter",0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,32,12,473,75,455,0
"ASV140","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,101,77,452,0,0,0,0,0,0,0,0
"ASV141","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",0,0,0,0,0,124,0,0,152,0,0,0,0,0,0,0,0,112,0,0,0,0,0,316,272,0,0,0,0
"ASV142","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",0,0,0,0,0,28,39,0,64,0,11,11,22,0,0,0,0,441,263,0,0,15,5,39,0,0,27,0,0
"ASV143","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae","Glutamicibacter",0,0,0,0,116,116,0,0,10,0,0,119,123,0,0,0,81,313,12,0,0,0,34,9,14,0,0,5,11
"ASV144","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium",0,0,0,0,0,22,78,55,27,36,51,43,94,0,0,15,28,62,123,63,0,33,0,37,78,0,41,33,22
"ASV145","Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus",0,0,0,0,0,31,15,0,0,12,79,0,0,14,0,24,6,99,54,19,497,66,0,9,0,7,0,0,0
"ASV146","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,54,90,0,118,146,76,229,82
"ASV147","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea",0,0,0,0,0,16,0,0,46,0,0,0,28,0,0,0,123,70,0,0,0,34,0,26,0,449,0,0,93
"ASV148","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas",0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,24,0,0,0,0,0,0,58,39,85,341,166,24
"ASV149","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,86,0,0,0,227,241,0,0,0,193,0,0
"ASV150","Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Leuconostoc",0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,752,0,0
"ASV151","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,0,100,372,0,0,0
"ASV152","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Ochrobactrum",0,0,0,0,0,8,0,0,20,0,0,84,153,0,0,0,0,21,0,0,0,0,9,29,16,109,96,266,0
"ASV153","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Raoultella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,14,0,160,157,66,98,152,50,0,76
"ASV154","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",352,0,446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
"ASV155","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus",0,0,0,0,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV156","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium",0,0,0,0,0,41,63,33,36,26,0,0,0,46,24,43,0,191,53,92,55,0,25,19,0,30,0,0,0
"ASV157","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,718,0,0,16
"ASV158","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Raoultella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,19,0,150,133,49,120,132,41,0,58
"ASV159","Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Weissella",0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,85,0,0,0,0,0,202,183,0,38,101,0,0
"ASV160","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium",0,0,0,0,735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV161","Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Aerococcus",72,98,20,0,61,9,0,0,0,0,0,3,13,0,7,0,259,50,42,0,0,0,86,0,0,0,0,0,0
"ASV162","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium",0,0,0,0,75,0,0,11,0,0,0,44,35,0,0,0,0,14,0,0,0,0,0,43,19,65,137,271,0
"ASV163","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",0,0,0,0,0,0,0,0,0,0,0,0,0,709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV164","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Curtobacterium",0,0,0,0,0,22,21,46,22,36,10,38,42,0,0,26,59,90,98,105,24,0,0,0,39,0,27,0,0
"ASV165","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",0,26,0,0,198,0,0,0,0,0,0,9,158,0,0,0,125,139,0,0,0,0,0,23,0,0,0,0,0
"ASV166","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas",0,0,0,0,0,13,0,0,7,0,0,2,9,0,0,0,0,0,0,0,0,24,0,25,98,387,96,9,8
"ASV167","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae","Glutamicibacter",0,0,0,0,586,0,27,0,0,0,0,0,0,0,0,11,0,0,0,46,0,0,0,0,0,0,0,0,0
"ASV168","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Curtobacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,608,0,0,0,0,0,0,0,0,0,0,61
"ASV169","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae",NA,0,0,0,0,0,0,0,0,0,0,0,0,457,0,0,0,67,0,126,0,0,0,18,0,0,0,0,0,0
"ASV170","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Curtobacterium",0,0,0,0,0,39,20,0,34,20,0,18,30,0,17,0,0,179,148,43,29,18,0,23,12,0,28,8,0
"ASV171","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium",0,7,0,0,296,0,0,20,0,0,0,70,30,0,0,0,0,14,15,46,0,0,0,0,21,40,31,72,0
"ASV172","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus",0,0,0,0,0,0,0,0,24,0,0,7,0,0,0,0,12,33,0,0,0,104,250,33,12,49,27,95,9
"ASV173","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium",0,0,0,0,0,0,0,0,0,0,0,96,260,0,0,0,0,0,0,0,0,0,0,80,18,16,27,139,0
"ASV174","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",0,0,0,0,148,62,0,0,37,0,0,0,0,0,0,0,0,110,85,0,0,20,94,0,15,0,37,0,13
"ASV175","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Erwinia",0,0,0,0,0,83,0,0,41,0,0,0,0,0,0,0,0,172,0,0,0,111,0,0,140,36,0,0,32
"ASV176","Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus",0,17,0,0,0,45,0,0,0,18,0,5,29,0,14,0,48,142,61,18,0,112,76,0,0,0,8,13,0
"ASV177","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylobacterium-Methylorubrum",0,0,0,0,512,0,13,0,0,0,0,0,0,0,0,6,0,20,0,34,8,0,0,0,0,0,0,0,0
"ASV178","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",0,0,0,81,0,319,44,0,0,0,0,23,0,0,0,0,0,28,0,0,0,27,0,0,0,67,0,0,0
"ASV179","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium",0,0,0,0,0,0,5,0,0,0,0,65,216,0,0,0,0,41,0,18,0,0,0,19,59,52,32,82,0
"ASV180","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas",0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,38,21,105,244,100,37
"ASV181","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylobacterium-Methylorubrum",0,0,0,0,564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"ASV182","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter",0,0,0,0,0,0,0,0,0,0,0,0,530,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0
"ASV183","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",0,0,0,0,0,0,0,0,0,0,0,553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV184","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",0,0,0,0,0,0,542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV185","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",0,0,0,0,169,210,0,0,0,0,0,53,24,0,0,0,0,41,0,0,0,0,0,0,39,0,0,0,0
"ASV186","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae",NA,0,0,0,0,0,18,0,0,23,0,0,5,39,0,0,0,16,72,33,0,0,34,92,116,37,27,0,0,22
"ASV187","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Citrobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,201,44,0,25,74,39,0,0,0
"ASV188","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas",0,0,0,0,0,25,0,0,27,0,0,123,73,0,0,11,12,20,0,0,0,18,0,0,17,27,115,55,0
"ASV189","Bacteria","Firmicutes","Bacilli","Exiguobacterales","Exiguobacteraceae","Exiguobacterium",0,0,0,0,26,0,0,0,0,0,0,0,11,0,0,0,0,21,420,0,0,0,0,11,0,33,0,0,0
"ASV190","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,521,0,0,0,0
"ASV191","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae",NA,0,0,0,0,0,0,0,0,0,0,0,0,498,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0
"ASV192","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219
"ASV193","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",0,72,0,0,45,0,0,0,0,0,0,0,0,0,0,0,313,9,0,0,0,0,14,22,0,36,0,0,0
"ASV194","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Anaerocolumna",495,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV195","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",0,0,0,0,376,0,23,20,0,17,20,0,0,0,0,17,0,0,13,0,5,0,0,0,8,0,0,0,0
"ASV196","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Alcaligenaceae",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,18,80,7,378,0
"ASV197","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides",0,0,0,0,453,0,9,0,0,8,5,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
"ASV198","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas",0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459,0,0,0,0,0,0,0,0,0,0,0,0
"ASV199","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",0,0,0,0,0,0,0,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV200","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",0,0,0,0,482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV201","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",0,0,39,0,133,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166
"ASV202","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",0,0,0,0,0,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV203","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",0,0,0,0,225,69,0,0,0,0,0,0,0,0,0,0,48,14,24,0,0,17,0,13,0,0,16,27,0
"ASV204","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea",0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,39,29,0,0,0,0,0,0,0,364,0,0,0
"ASV205","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Sanguibacteraceae","Sanguibacter",0,0,0,0,196,0,6,0,0,0,6,0,13,0,0,0,34,25,0,50,5,0,0,0,0,0,23,91,0
"ASV206","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Erwiniaceae",NA,0,0,0,0,0,203,0,0,63,0,0,0,0,0,0,0,0,80,50,0,0,29,0,0,0,0,20,0,0
"ASV207","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Raoultella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,87,38,0,116,42,0,53
"ASV208","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,60,47,229,16,0,0,0,0,0,0,43
"ASV209","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus",42,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,0,0,0,26,175,0,0
"ASV210","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae",NA,0,0,0,0,0,0,0,0,0,0,0,66,95,0,0,0,145,0,0,0,0,0,0,133,0,0,0,0,0
"ASV211","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Enhydrobacter",0,12,73,0,223,0,0,0,0,0,0,0,16,0,8,0,92,0,0,0,0,0,0,7,0,0,0,0,0
"ASV212","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",0,0,0,0,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV213","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Ralstonia",0,8,68,172,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV214","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Kosakonia",0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,80,61,0,0,0
"ASV215","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea",0,0,0,0,0,93,0,0,56,0,0,0,0,0,0,0,0,62,0,0,0,22,0,0,59,0,51,28,46
"ASV216","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",0,0,0,0,0,0,0,0,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV217","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,266,0,0,36
"ASV218","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,150,146,0,0
"ASV219","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea",0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,85,268,0,0,0,0,0,0,0,0,0,0
"ASV220","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",0,56,0,0,0,17,0,0,0,0,0,0,0,0,0,0,78,12,61,0,0,17,0,0,0,0,128,0,30
"ASV221","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae","Pseudarthrobacter",0,0,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,24,0,29,0,0,0,0,0,0,0,0,0
"ASV222","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV223","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Citrobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,54,37,0,0,78,38,0,0,49
"ASV224","Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Weissella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388,0,0
"ASV225","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",0,0,0,0,0,0,0,0,0,0,0,0,0,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV226","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium",147,15,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV227","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas",0,0,0,0,267,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,24,0
"ASV228","Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Leuconostoc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375,0,0,0,0,0,0,0,0
"ASV229","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375,0,0,0,0,0,0,0
"ASV230","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter",0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,140
"ASV232","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,0,0,0,0,0,33,0,0,0,0,0,0
"ASV233","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,0,0,0,0
"ASV234","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",0,0,0,0,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV235","Bacteria","Firmicutes","Bacilli","Alicyclobacillales","Alicyclobacillaceae","Tumebacillus",346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV236","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,0
"ASV237","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,288,0,0,0,0,0
"ASV238","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus",238,5,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV239","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Terribacillus",0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,0,0,0,0,0,0,0,0,52,29,0
"ASV240","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV241","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Alcaligenaceae","Achromobacter",0,0,0,0,46,0,0,0,0,0,0,45,34,0,0,0,0,0,0,0,0,0,0,0,0,117,9,70,0
"ASV242","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas",0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,134
"ASV243","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Rahnella1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318,0,0,0,0,0,0,0,0,0
